"customerkey","geographykey","customername","englisheducation","commutedistance"
25309,115,"Karen Zhou","High School","2-5 Miles"
25310,149,"Janelle Kapoor","Partial High School","1-2 Miles"
25311,183,"Laura Zhang","Bachelors","1-2 Miles"
25312,246,"Erik Ramos","Partial College","1-2 Miles"
25313,237,"Trevor Coleman","Partial High School","1-2 Miles"
25314,207,"Charles Bell","Partial High School","0-1 Miles"
25315,231,"Cole Cox","Partial High School","0-1 Miles"
25316,205,"Ronnie Zhu","Partial High School","0-1 Miles"
25317,172,"Erick Garcia","Partial High School","0-1 Miles"
25318,175,"Dennis Wang","Partial High School","1-2 Miles"
25319,185,"Ruben Chandra","High School","1-2 Miles"
25320,203,"Shannon Hernandez","High School","2-5 Miles"
25321,197,"Francis Suarez","Partial College","1-2 Miles"
25322,163,"Tina Perez","Partial College","0-1 Miles"
25323,147,"Lance Diaz","Partial College","1-2 Miles"
25324,275,"Bethany Andersen","Partial College","1-2 Miles"
25325,279,"Wyatt Parker","Partial High School","0-1 Miles"
25326,221,"Hunter Scott","Partial College","1-2 Miles"
25327,69,"Adam Simmons","Partial College","0-1 Miles"
25328,50,"Rachel Price","Partial College","1-2 Miles"
25329,310,"Jacquelyn Moreno","Partial College","0-1 Miles"
25330,372,"Madison Gonzales","Graduate Degree","1-2 Miles"
25331,65,"James White","Graduate Degree","0-1 Miles"
25332,69,"Jackson Bryant","Graduate Degree","0-1 Miles"
25333,536,"Robert Coleman","Graduate Degree","0-1 Miles"
25334,614,"Marcus Gonzales","Graduate Degree","1-2 Miles"
25335,49,"Cesar Rodriguez","Partial High School","0-1 Miles"
25336,614,"Chase Cook","Partial High School","1-2 Miles"
25337,545,"Megan Washington","Partial High School","1-2 Miles"
25338,546,"Jason Perez","Partial High School","1-2 Miles"
25339,329,"Adrian Rivera","Partial College","0-1 Miles"
25340,53,"Adrian James","Partial High School","0-1 Miles"
25341,331,"Kaitlyn Cook","Partial High School","0-1 Miles"
25342,627,"Seth Hill","Partial High School","0-1 Miles"
25343,343,"Carol Simmons","Partial High School","1-2 Miles"
25344,626,"Thomas Baker","High School","2-5 Miles"
25345,339,"Olivia Powell","Partial High School","1-2 Miles"
25346,631,"Ian Gonzalez","Partial High School","1-2 Miles"
25347,50,"Judith Reed","Partial High School","0-1 Miles"
25348,358,"Angela Wood","High School","0-1 Miles"
25349,50,"Jose Coleman","High School","1-2 Miles"
25350,301,"Alberto Alonso","Partial High School","1-2 Miles"
25351,545,"Jordan Phillips","Partial High School","0-1 Miles"
25352,542,"Brandon Martinez","Partial High School","0-1 Miles"
25353,637,"Caitlin Stewart","Partial High School","1-2 Miles"
25354,385,"Kevin Hughes","Partial High School","1-2 Miles"
25355,614,"Richard Smith","Partial High School","0-1 Miles"
25356,612,"Jonathan Miller","Partial High School","0-1 Miles"
25357,302,"Marcus Foster","Partial High School","0-1 Miles"
25358,553,"Jade Torres","Partial High School","1-2 Miles"
25359,337,"Alex Young","High School","1-2 Miles"
25360,338,"Mason James","High School","1-2 Miles"
25361,60,"Haley Ross","High School","0-1 Miles"
25362,314,"Makayla Bailey","High School","1-2 Miles"
25363,62,"Alexandria Gray","High School","1-2 Miles"
25364,626,"Isaac Rogers","High School","1-2 Miles"
25365,312,"Gabrielle Perry","High School","1-2 Miles"
25366,322,"Eduardo Bailey","Partial College","1-2 Miles"
25367,64,"Abigail Torres","Partial College","0-1 Miles"
25368,637,"Blake Baker","Partial College","1-2 Miles"
25369,325,"Evan Cox","Partial College","0-1 Miles"
25370,641,"Erin Bailey","Partial College","1-2 Miles"
25371,49,"Renee Gomez","Graduate Degree","1-2 Miles"
25372,285,"Carrie Torres","Graduate Degree","1-2 Miles"
25373,310,"Nichole Chande","Graduate Degree","1-2 Miles"
25374,314,"Ana Powell","Graduate Degree","1-2 Miles"
25375,372,"Carson Flores","Graduate Degree","1-2 Miles"
25376,339,"Alexis Griffin","Graduate Degree","1-2 Miles"
25377,314,"Lauren Anderson","Graduate Degree","1-2 Miles"
25378,547,"Gabriella Scott","Graduate Degree","1-2 Miles"
25379,609,"Hailey Young","Bachelors","2-5 Miles"
25380,642,"Seth Gonzales","Graduate Degree","2-5 Miles"
25381,310,"Dylan Li","Graduate Degree","0-1 Miles"
25382,311,"Richard Hughes","Graduate Degree","0-1 Miles"
25383,618,"Nathan Walker","Bachelors","2-5 Miles"
25384,335,"Maria Cooper","Bachelors","2-5 Miles"
25385,314,"Destiny Torres","Bachelors","2-5 Miles"
25386,316,"Alexis Perry","Bachelors","2-5 Miles"
25387,635,"Stephanie Brooks","Graduate Degree","0-1 Miles"
25388,310,"Ernest Hu","Bachelors","0-1 Miles"
25389,311,"Wendy Sanz","Bachelors","2-5 Miles"
25390,298,"Samantha Powell","Bachelors","2-5 Miles"
25391,322,"Morgan Murphy","Bachelors","0-1 Miles"
25392,641,"Joseph Moore","Bachelors","2-5 Miles"
25393,66,"Lucas Cox","Graduate Degree","2-5 Miles"
25394,539,"Anthony Garcia","Graduate Degree","2-5 Miles"
25395,638,"Paige Flores","Graduate Degree","2-5 Miles"
25396,315,"Xavier Ramirez","Graduate Degree","0-1 Miles"
25397,316,"Lucas Bradley","Graduate Degree","2-5 Miles"
25398,358,"Thomas Jones","Graduate Degree","0-1 Miles"
25399,361,"Jorge Leitão","Graduate Degree","2-5 Miles"
25400,372,"Kyle Jai","Graduate Degree","0-1 Miles"
25401,385,"Gabriel Young","Graduate Degree","0-1 Miles"
25402,546,"Maria Hughes","Graduate Degree","2-5 Miles"
25403,369,"Jasmine Clark","Graduate Degree","0-1 Miles"
25404,345,"José Lopez","Bachelors","2-5 Miles"
25405,612,"Brandon Wagner","Bachelors","2-5 Miles"
25406,299,"Casey Andersen","Bachelors","2-5 Miles"
25407,537,"Tony Anand","Bachelors","0-1 Miles"
25408,49,"Karen Zhao","Bachelors","2-5 Miles"
25409,311,"Theodore Gutierrez","Bachelors","0-1 Miles"
25410,335,"Kaitlyn Ward","Bachelors","0-1 Miles"
25411,345,"Riley Flores","Bachelors","2-5 Miles"
25412,616,"Michael Williams","Graduate Degree","2-5 Miles"
25413,631,"Zoe Rivera","Graduate Degree","0-1 Miles"
25414,312,"Grace Bailey","Graduate Degree","2-5 Miles"
25415,314,"Aaron Evans","Graduate Degree","0-1 Miles"
25416,359,"Jack Coleman","Partial High School","0-1 Miles"
25417,302,"Savannah Bell","Bachelors","0-1 Miles"
25418,329,"Alexia Hayes","Bachelors","0-1 Miles"
25419,298,"Hunter King","Bachelors","0-1 Miles"
25420,638,"Jordan Scott","Bachelors","2-5 Miles"
25421,536,"Marcus Lewis","Bachelors","2-5 Miles"
25422,336,"Elijah King","Bachelors","2-5 Miles"
25423,310,"Jake Zhou","Bachelors","0-1 Miles"
25424,609,"Ian Roberts","Graduate Degree","0-1 Miles"
25425,335,"Zachary Diaz","Graduate Degree","2-5 Miles"
25426,307,"Tristan Foster","Graduate Degree","2-5 Miles"
25427,300,"Omar Zeng","Graduate Degree","2-5 Miles"
25428,641,"Victoria Jenkins","Graduate Degree","2-5 Miles"
25429,312,"Candace Rana","Graduate Degree","0-1 Miles"
25430,369,"Alyssa Hall","Graduate Degree","0-1 Miles"
25431,302,"Ann Sanchez","Bachelors","2-5 Miles"
25432,303,"Kellie Gomez","Bachelors","0-1 Miles"
25433,62,"Zachary Kumar","Bachelors","2-5 Miles"
25434,311,"Gabriel Hill","Bachelors","0-1 Miles"
25435,616,"Jennifer Turner","Bachelors","2-5 Miles"
25436,345,"Destiny Ross","Bachelors","2-5 Miles"
25437,52,"Adam Washington","Bachelors","2-5 Miles"
25438,641,"Lauren Murphy","Bachelors","0-1 Miles"
25439,307,"Janelle Arthur","Bachelors","10+ Miles"
25440,311,"Andre Gonzalez","Bachelors","10+ Miles"
25441,343,"Isabella Torres","Bachelors","2-5 Miles"
25442,211,"Melvin Goel","Graduate Degree","0-1 Miles"
25443,124,"Stacey Huang","Graduate Degree","0-1 Miles"
25444,118,"Meagan Martinez","Graduate Degree","0-1 Miles"
25445,175,"Grace Cook","Graduate Degree","0-1 Miles"
25446,236,"Kristina Garcia","Graduate Degree","0-1 Miles"
25447,267,"Marshall Liang","Bachelors","0-1 Miles"
25448,275,"Erick Sara","Bachelors","0-1 Miles"
25449,133,"Marvin Dominguez","Partial High School","0-1 Miles"
25450,177,"Darrell Deng","Partial College","2-5 Miles"
25451,167,"Geoffrey Subram","Partial College","1-2 Miles"
25452,215,"Erica Wu","Bachelors","2-5 Miles"
25453,263,"Drew She","Bachelors","0-1 Miles"
25454,270,"Terry She","Bachelors","0-1 Miles"
25455,146,"Jorge Zheng","Partial High School","0-1 Miles"
25456,220,"Kelvin Cai","Partial High School","0-1 Miles"
25457,209,"Darren Sai","Partial High School","0-1 Miles"
25458,216,"Bruce Mehta","High School","1-2 Miles"
25459,134,"Ronald Vance","High School","2-5 Miles"
25460,128,"Alisha Andersen","High School","0-1 Miles"
25461,189,"Fernando Collins","Bachelors","0-1 Miles"
25462,133,"Angel Gray","Bachelors","0-1 Miles"
25463,208,"Miguel Robinson","High School","0-1 Miles"
25464,208,"Jose Wilson","High School","0-1 Miles"
25465,273,"Mariah Diaz","High School","0-1 Miles"
25466,223,"Janet Young","Partial High School","0-1 Miles"
25467,270,"Troy Madan","High School","0-1 Miles"
25468,150,"Krista Suarez","High School","0-1 Miles"
25469,183,"Martha Wu","High School","0-1 Miles"
25470,243,"Darren Ramos","High School","0-1 Miles"
25471,221,"Spencer Ross","High School","0-1 Miles"
25472,158,"Don Malhotra","Bachelors","0-1 Miles"
25473,190,"Kristin Goel","Bachelors","0-1 Miles"
25474,274,"Jimmy Diaz","Partial High School","0-1 Miles"
25475,196,"Destiny Martin","Partial High School","0-1 Miles"
25476,217,"Karen Ye","High School","0-1 Miles"
25477,231,"Holly Raman","Bachelors","2-5 Miles"
25478,208,"Jennifer Butler","Bachelors","0-1 Miles"
25479,210,"Bobby Sanchez","Bachelors","0-1 Miles"
25480,241,"Miguel Thomas","Bachelors","0-1 Miles"
25481,265,"Lucas Jackson","Graduate Degree","0-1 Miles"
25482,259,"Donald Martinez","Partial College","2-5 Miles"
25483,192,"Dennis Ma","Partial College","2-5 Miles"
25484,220,"Bailey Wright","Partial College","0-1 Miles"
25485,206,"Roberto Rubio","Partial College","0-1 Miles"
25486,174,"Edgar Rodriguez","Partial College","0-1 Miles"
25487,120,"Allison Rogers","Partial College","0-1 Miles"
25488,238,"Dawn Ye","Bachelors","0-1 Miles"
25489,242,"Brad Tang","Bachelors","0-1 Miles"
25490,199,"Alvin He","Partial College","0-1 Miles"
25491,213,"Krystal Xu","Partial College","0-1 Miles"
25492,162,"Gabriella Sanchez","Bachelors","0-1 Miles"
25493,269,"Hunter Evans","Bachelors","0-1 Miles"
25494,180,"Lee Jimenez","Partial College","0-1 Miles"
25495,211,"Sheena Kennedy","Partial College","0-1 Miles"
25496,222,"Regina Sara","Partial College","0-1 Miles"
25497,117,"Marcus Torres","Bachelors","0-1 Miles"
25498,166,"Shane Kapoor","Bachelors","0-1 Miles"
25499,276,"Meredith Schmidt","Partial College","0-1 Miles"
25500,276,"Janelle Lopez","Partial College","0-1 Miles"
25501,236,"Shawn Jai","Bachelors","0-1 Miles"
25502,251,"Carmen Kim","Bachelors","0-1 Miles"
25503,196,"Richard Hill","Partial College","2-5 Miles"
25504,143,"Calvin Sutton","Partial College","0-1 Miles"
25505,252,"Curtis Zhou","Partial College","0-1 Miles"
25506,273,"Cristina Raji","Partial College","0-1 Miles"
25507,193,"Suzanne Guo","Partial College","0-1 Miles"
25508,147,"Melissa Cook","Partial College","0-1 Miles"
25509,162,"Lucas Hayes","Partial College","2-5 Miles"
25510,257,"Grant Kumar","Partial College","0-1 Miles"
25511,266,"Chelsea Arun","Partial College","0-1 Miles"
25512,234,"Devin Clark","High School","2-5 Miles"
25513,190,"Grace Walker","High School","2-5 Miles"
25514,207,"Dominic Martinez","High School","2-5 Miles"
25515,226,"Tara Deng","High School","5-10 Miles"
25516,178,"Cheryl Hernandez","Partial High School","0-1 Miles"
25517,184,"Christina Cook","High School","1-2 Miles"
25518,200,"Oscar Lu","High School","5-10 Miles"
25519,203,"Margaret Sun","High School","2-5 Miles"
25520,210,"Candice Zeng","High School","2-5 Miles"
25521,152,"Douglas Sanchez","Partial High School","2-5 Miles"
25522,118,"Casey Anand","Partial College","0-1 Miles"
25523,279,"Nathan Thompson","Partial High School","5-10 Miles"
25524,157,"Shaun Anand","Partial High School","0-1 Miles"
25525,153,"Heidi Srini","Partial College","0-1 Miles"
25526,177,"Armando Rubio","Partial College","0-1 Miles"
25527,223,"Robert Johnson","Partial High School","0-1 Miles"
25528,121,"Alexandria Butler","Partial College","2-5 Miles"
25529,117,"Jared Sanders","Graduate Degree","0-1 Miles"
25530,170,"Gerald Lopez","Graduate Degree","0-1 Miles"
25531,230,"Ebony Patel","Graduate Degree","0-1 Miles"
25532,222,"Warren Nath","Graduate Degree","0-1 Miles"
25533,153,"Suzanne Huang","Bachelors","0-1 Miles"
25534,184,"Casey Sanz","Graduate Degree","0-1 Miles"
25535,210,"Brandi Navarro","Graduate Degree","0-1 Miles"
25536,177,"Rebekah Sai","Graduate Degree","0-1 Miles"
25537,237,"Nathan Phillips","Graduate Degree","0-1 Miles"
25538,191,"Andy Jiménez","Graduate Degree","0-1 Miles"
25539,185,"Mathew Ortega","Graduate Degree","0-1 Miles"
25540,211,"Rodney Alonso","Graduate Degree","0-1 Miles"
25541,151,"Gary Hernandez","Bachelors","0-1 Miles"
25542,218,"Gerald Gutierrez","Bachelors","0-1 Miles"
25543,144,"Ramon Chen","Partial College","0-1 Miles"
25544,263,"Sergio Fernandez","Bachelors","0-1 Miles"
25545,265,"Kelly Long","Partial College","0-1 Miles"
25546,261,"Brianna Jones","Partial College","0-1 Miles"
25547,264,"Carla Suri","Bachelors","0-1 Miles"
25548,155,"Colleen Yuan","Bachelors","0-1 Miles"
25549,211,"Mallory Dominguez","Partial College","0-1 Miles"
25550,129,"Krista Munoz","Partial College","0-1 Miles"
25551,117,"Ross Torres","Partial College","0-1 Miles"
25552,162,"Riley Ward","Bachelors","0-1 Miles"
25553,278,"Brett Srini","Bachelors","0-1 Miles"
25554,216,"Jermaine Perez","Partial College","2-5 Miles"
25555,9,"Trisha Lu","Partial College","0-1 Miles"
25556,21,"Joan Martin","Partial College","1-2 Miles"
25557,23,"Tyrone Navarro","Partial College","2-5 Miles"
25558,4,"Zachary Wilson","Partial College","1-2 Miles"
25559,5,"Troy Sanchez","Bachelors","0-1 Miles"
25560,33,"Daisy Vazquez","Partial College","2-5 Miles"
25561,16,"Micah Zeng","High School","0-1 Miles"
25562,7,"Bonnie Sharma","Bachelors","0-1 Miles"
25563,16,"Natasha Serrano","Bachelors","0-1 Miles"
25564,19,"Fernando Nelson","High School","2-5 Miles"
25565,39,"Kevin Perez","High School","1-2 Miles"
25566,9,"Kristine Navarro","Partial College","0-1 Miles"
25567,22,"Dennis Zheng","Partial College","0-1 Miles"
25568,22,"Christy Wu","Partial College","0-1 Miles"
25569,212,"Jésus Alvarez","Partial College","0-1 Miles"
25570,197,"Robyn Torres","Partial College","1-2 Miles"
25571,171,"Richard Lopez","Bachelors","0-1 Miles"
25572,239,"Allen Gonzalez","Bachelors","0-1 Miles"
25573,249,"Rosa Zhou","Bachelors","0-1 Miles"
25574,224,"Bradley Raje","Graduate Degree","0-1 Miles"
25575,162,"Elijah Campbell","Graduate Degree","0-1 Miles"
25576,262,"Deborah She","Graduate Degree","0-1 Miles"
25577,265,"Elijah Wright","Graduate Degree","0-1 Miles"
25578,265,"Sabrina Martin","Graduate Degree","0-1 Miles"
25579,225,"Bobby Prasad","High School","1-2 Miles"
25580,190,"Amber Allen","High School","2-5 Miles"
25581,161,"Kayla Bryant","Partial College","1-2 Miles"
25582,238,"Leonard Luo","Partial College","0-1 Miles"
25583,172,"Carolyn Arthur","Partial College","0-1 Miles"
25584,270,"Dominique Suri","Graduate Degree","0-1 Miles"
25585,279,"Brent Sun","Graduate Degree","0-1 Miles"
25586,190,"Molly Subram","Graduate Degree","0-1 Miles"
25587,121,"Isaiah Young","Bachelors","0-1 Miles"
25588,222,"Jerry Pal","Bachelors","0-1 Miles"
25589,161,"Lydia Perez","Bachelors","0-1 Miles"
25590,173,"Naomi Gill","Partial College","2-5 Miles"
25591,178,"Preston Ray","Partial College","2-5 Miles"
25592,270,"Kendra Ortega","High School","0-1 Miles"
25593,218,"Micheal Gill","High School","0-1 Miles"
25594,222,"Cindy Malhotra","Bachelors","0-1 Miles"
25595,117,"Larry Rowe","Bachelors","0-1 Miles"
25596,119,"Cheryl Moreno","Bachelors","0-1 Miles"
25597,173,"Alan She","Bachelors","0-1 Miles"
25598,269,"Kendra Ruiz","Graduate Degree","0-1 Miles"
25599,236,"Aaron Russell","High School","0-1 Miles"
25600,198,"Derek Anand","Bachelors","0-1 Miles"
25601,161,"Grace Morgan","Bachelors","0-1 Miles"
25602,145,"Jermaine Sara","Graduate Degree","0-1 Miles"
25603,236,"Dawn Guo","Graduate Degree","0-1 Miles"
25604,253,"Martin Vance","Graduate Degree","0-1 Miles"
25605,268,"Abby Kovár","Partial College","0-1 Miles"
25606,194,"Meredith Fernandez","Partial College","2-5 Miles"
25607,218,"Sharon Chander","Partial College","0-1 Miles"
25608,263,"Sandra Zeng","Partial College","2-5 Miles"
25609,263,"Jaime Ruiz","Partial College","2-5 Miles"
25610,133,"Brittney Zhao","High School","0-1 Miles"
25611,231,"Deanna Rodriguez","High School","0-1 Miles"
25612,258,"Clinton Rubio","Partial College","0-1 Miles"
25613,192,"Erik Ruiz","Partial College","2-5 Miles"
25614,200,"Deanna Subram","Partial College","2-5 Miles"
25615,243,"Destiny Hall","Bachelors","1-2 Miles"
25616,273,"Jésus Rubio","Bachelors","1-2 Miles"
25617,217,"Leonard Shan","Bachelors","1-2 Miles"
25618,135,"Albert Hernandez","Bachelors","0-1 Miles"
25619,224,"Rafael Raji","Bachelors","2-5 Miles"
25620,49,"Alejandro Lu","Bachelors","1-2 Miles"
25621,59,"Brandon Flores","Bachelors","0-1 Miles"
25622,539,"Mary Hill","Bachelors","1-2 Miles"
25623,539,"Maria Oliver","Bachelors","1-2 Miles"
25624,635,"Mary Scott","Bachelors","1-2 Miles"
25625,147,"Krystal Cai","Partial High School","0-1 Miles"
25626,238,"Janet Diaz","Partial High School","0-1 Miles"
25627,271,"Joe Carlson","High School","0-1 Miles"
25628,241,"Jessie Dominguez","High School","0-1 Miles"
25629,117,"Micheal Serrano","Partial High School","0-1 Miles"
25630,224,"Mandy Zeng","Partial High School","0-1 Miles"
25631,252,"Julie Deng","High School","0-1 Miles"
25632,250,"Lee Moreno","Partial College","2-5 Miles"
25633,150,"Tara Sutton","Bachelors","2-5 Miles"
25634,208,"Lydia Arun","Bachelors","0-1 Miles"
25635,157,"Warren Zhao","Bachelors","0-1 Miles"
25636,233,"Tommy Raji","Bachelors","0-1 Miles"
25637,279,"Raquel Moreno","Graduate Degree","0-1 Miles"
25638,226,"Dale Tang","Partial College","0-1 Miles"
25639,192,"Russell Lal","Partial College","0-1 Miles"
25640,117,"Candice Zhao","Partial College","0-1 Miles"
25641,244,"Dana Schmidt","Bachelors","0-1 Miles"
25642,244,"Jon Rai","Bachelors","0-1 Miles"
25643,201,"Sergio Arun","Partial College","0-1 Miles"
25644,224,"Andrew Lewis","Partial College","0-1 Miles"
25645,165,"Tommy Shen","Partial College","0-1 Miles"
25646,245,"Randall Torres","Bachelors","0-1 Miles"
25647,279,"Kaitlyn Hernandez","Bachelors","0-1 Miles"
25648,223,"Michele Carlson","Partial College","0-1 Miles"
25649,190,"Trinity Morgan","Partial College","0-1 Miles"
25650,164,"Jillian Srini","Partial College","0-1 Miles"
25651,120,"Alvin Yuan","Bachelors","0-1 Miles"
25652,215,"Rachael Sara","High School","1-2 Miles"
25653,118,"Alan Gao","High School","1-2 Miles"
25654,193,"Carla Malhotra","High School","0-1 Miles"
25655,243,"Virginia Arun","Bachelors","0-1 Miles"
25656,268,"Brenda Sanchez","Bachelors","0-1 Miles"
25657,238,"Tammy Gonzalez","Bachelors","0-1 Miles"
25658,164,"Ricky Dominguez","Bachelors","0-1 Miles"
25659,230,"Lee Navarro","Bachelors","0-1 Miles"
25660,221,"Warren Pal","Bachelors","0-1 Miles"
25661,217,"Manuel Sai","Bachelors","0-1 Miles"
25662,198,"Andre Kapoor","Partial College","0-1 Miles"
25663,189,"Masato Kawai","Partial College","0-1 Miles"
25664,172,"Jon Hu","Partial College","0-1 Miles"
25665,226,"Theresa Romero","High School","1-2 Miles"
