"customerkey","geographykey","customeralternatekey","fullname","gender","maritalstatus","emailaddress","yearlyincome","addressline1","phone","datefirstpurchase","commutedistance"
26974,176,"AW00026974","Philip M Suarez","M","S","philip18@adventure-works.com","20000.00","Lützowplatz 46","1 (11) 500 555-0111","2022-07-21","0-1 Miles"
26975,186,"AW00026975","Janet NULL Ward","F","S","janet29@adventure-works.com","30000.00","2802, boulevard Beau Marchais","1 (11) 500 555-0175","2022-07-07","1-2 Miles"
26976,224,"AW00026976","Erik NULL Serrano","M","S","erik17@adventure-works.com","30000.00","2646, avenue de l´Europe","1 (11) 500 555-0122","2022-07-20","1-2 Miles"
26977,147,"AW00026977","Barry NULL Madan","M","S","barry8@adventure-works.com","30000.00","Conesweg 89","1 (11) 500 555-0118","2022-07-29","1-2 Miles"
26978,246,"AW00026978","Cassie A Sharma","F","M","cassie8@adventure-works.com","40000.00","7281 Running Springs Rd.","1 (11) 500 555-0195","2022-09-12","1-2 Miles"
26979,263,"AW00026979","Christy G Jai","F","M","christy28@adventure-works.com","40000.00","8246 Via Del Sol","1 (11) 500 555-0162","2022-09-03","0-1 Miles"
26980,119,"AW00026980","Marc NULL Suarez","M","M","marc23@adventure-works.com","10000.00","Winterfeldtstr 29","1 (11) 500 555-0172","2022-12-29","1-2 Miles"
26981,165,"AW00026981","Audrey NULL Suarez","F","S","audrey21@adventure-works.com","10000.00","Postfach 99 01 01","1 (11) 500 555-0148","2022-03-22","1-2 Miles"
26982,190,"AW00026982","Jose R Muñoz","M","S","jose35@adventure-works.com","20000.00","878, rue de Berri","1 (11) 500 555-0184","2022-08-04","0-1 Miles"
26983,153,"AW00026983","Adriana NULL Vance","F","M","adriana4@adventure-works.com","40000.00","Am Gallberg 6786","1 (11) 500 555-0153","2022-12-27","1-2 Miles"
26984,115,"AW00026984","Manuel NULL Prasad","M","M","manuel8@adventure-works.com","40000.00","Heiderweg 4983","1 (11) 500 555-0197","2022-12-07","0-1 Miles"
26985,119,"AW00026985","Jésus F Diaz","M","M","jésus3@adventure-works.com","40000.00","Residenz Straße 944","1 (11) 500 555-0151","2022-02-12","0-1 Miles"
26986,121,"AW00026986","Riley A Watson","F","M","riley20@adventure-works.com","40000.00","Haberstr 123","1 (11) 500 555-0110","2022-03-13","1-2 Miles"
26987,134,"AW00026987","Roy I Lopez","M","M","roy17@adventure-works.com","40000.00","Welt Platz 7","1 (11) 500 555-0113","2022-03-22","0-1 Miles"
26988,178,"AW00026988","Brandy W Srini","F","M","brandy4@adventure-works.com","40000.00","Postfach 11 12 11","1 (11) 500 555-0147","2022-05-10","0-1 Miles"
26989,161,"AW00026989","Mason V Campbell","M","M","mason27@adventure-works.com","20000.00","Königsteiner Straße 641","1 (11) 500 555-0150","2022-02-02","0-1 Miles"
26990,120,"AW00026990","Darren C Patel","M","M","darren5@adventure-works.com","20000.00","Kulmer Straße 4","1 (11) 500 555-0116","2022-04-16","1-2 Miles"
26991,170,"AW00026991","Rodney A Ortega","M","M","rodney16@adventure-works.com","30000.00","Auf den Kuhlen Straße 5677","1 (11) 500 555-0128","2022-07-07","1-2 Miles"
26992,273,"AW00026992","Brad S Andersen","M","S","brad13@adventure-works.com","30000.00","9745 Bonita Ct.","1 (11) 500 555-0123","2022-07-23","1-2 Miles"
26993,257,"AW00026993","Julio R Gill","M","S","julio14@adventure-works.com","10000.00","4155 Star Dr","1 (11) 500 555-0120","2022-12-05","1-2 Miles"
26994,218,"AW00026994","Erika S Torres","F","M","erika9@adventure-works.com","40000.00","9, avenue des Ternes","1 (11) 500 555-0160","2022-01-05","0-1 Miles"
26995,209,"AW00026995","Caleb NULL Washington","M","M","caleb10@adventure-works.com","40000.00","1102, rue Maillard","1 (11) 500 555-0132","2022-01-08","0-1 Miles"
26996,155,"AW00026996","Natasha NULL Oliver","F","S","natasha22@adventure-works.com","40000.00","Pascalstr 5","1 (11) 500 555-0139","2022-10-13","0-1 Miles"
26997,162,"AW00026997","Katie F Becker","F","M","katie23@adventure-works.com","40000.00","Husemann Straße 2464","1 (11) 500 555-0140","2022-05-24","1-2 Miles"
26998,155,"AW00026998","Fernando NULL Perry","M","M","fernando51@adventure-works.com","10000.00","Wallstr 34","1 (11) 500 555-0116","2022-08-19","0-1 Miles"
26999,231,"AW00026999","Samuel M Brown","M","S","samuel62@adventure-works.com","10000.00","3337 Pinehurst Court","1 (11) 500 555-0165","2022-11-13","0-1 Miles"
27000,149,"AW00027000","Brandi NULL Dominguez","F","S","brandi12@adventure-works.com","10000.00","Marienplatz 123","1 (11) 500 555-0122","2022-03-03","0-1 Miles"
27001,171,"AW00027001","Carla NULL Kapoor","F","M","carla4@adventure-works.com","10000.00","Lieblingsweg 54","1 (11) 500 555-0190","2022-03-17","0-1 Miles"
27002,270,"AW00027002","Kelvin T She","M","M","kelvin42@adventure-works.com","20000.00","1059 Kirkwood Ct","1 (11) 500 555-0192","2022-02-10","1-2 Miles"
27003,154,"AW00027003","Roger NULL Jai","M","M","roger38@adventure-works.com","20000.00","Altendorfer Straße 395","1 (11) 500 555-0130","2022-09-03","1-2 Miles"
27004,154,"AW00027004","Philip E Moreno","M","S","philip6@adventure-works.com","30000.00","Im Himmelsweg 98","1 (11) 500 555-0135","2022-08-06","2-5 Miles"
27005,216,"AW00027005","Susan L Lin","F","S","susan17@adventure-works.com","30000.00","268, avenue de l´Europe","1 (11) 500 555-0111","2022-07-30","2-5 Miles"
27006,215,"AW00027006","Shane NULL Madan","M","S","shane11@adventure-works.com","30000.00","95, avenue des Ternes","1 (11) 500 555-0173","2022-07-03","2-5 Miles"
27007,230,"AW00027007","Joe M Gonzalez","M","S","joe21@adventure-works.com","40000.00","5450 Bellows Ct.","1 (11) 500 555-0126","2022-07-18","0-1 Miles"
27008,234,"AW00027008","Oscar L Blue","M","S","oscar11@adventure-works.com","40000.00","7317 Mildred Ln.","1 (11) 500 555-0172","2022-09-15","0-1 Miles"
27412,329,"AW00027412","Miguel NULL Price","M","S","miguel46@adventure-works.com","70000.00","4712 Golden Rain Road","157-555-0111","2022-10-25","10+ Miles"
27009,244,"AW00027009","Erica NULL Lu","F","S","erica11@adventure-works.com","40000.00","9577 Santa Fe","1 (11) 500 555-0169","2022-10-04","0-1 Miles"
27010,307,"AW00027010","Jordyn A Patterson","F","M","jordyn10@adventure-works.com","40000.00","4438 Chrislend Court","897-555-0117","2023-01-12","1-2 Miles"
27011,637,"AW00027011","Kevin NULL Powell","M","M","kevin11@adventure-works.com","40000.00","4630 Adobe Dr","118-555-0173","2022-12-27","1-2 Miles"
27012,536,"AW00027012","Anne NULL Jiménez","F","S","anne6@adventure-works.com","40000.00","7623 Cloudview Dr.","158-555-0176","2022-10-03","0-1 Miles"
27013,301,"AW00027013","Alisha M Yuan","F","M","alisha31@adventure-works.com","40000.00","7468 Lindley Ct.","821-555-0195","2022-12-11","1-2 Miles"
27014,62,"AW00027014","Luke I Hughes","M","M","luke30@adventure-works.com","80000.00","7876 Clinton Dr","653-555-0159","2020-11-30","1-2 Miles"
27015,611,"AW00027015","Jessica NULL Torres","F","S","jessica16@adventure-works.com","80000.00","371 Ridge Place","187-555-0120","2022-11-04","0-1 Miles"
27016,614,"AW00027016","Lauren J Reed","F","S","lauren2@adventure-works.com","80000.00","59 Clay Rd","233-555-0137","2022-03-07","0-1 Miles"
27017,632,"AW00027017","Jonathan NULL Thompson","M","S","jonathan69@adventure-works.com","80000.00","9700 Terra Granada","547-555-0113","2021-08-04","1-2 Miles"
27018,307,"AW00027018","Blake NULL Price","M","S","blake48@adventure-works.com","80000.00","7523 Cordoba Way","638-555-0188","2022-08-13","0-1 Miles"
27019,54,"AW00027019","Victoria NULL Jackson","F","S","victoria13@adventure-works.com","20000.00","8271 Laverne Way","152-555-0140","2022-09-13","1-2 Miles"
27020,343,"AW00027020","Rachel L Perry","F","M","rachel55@adventure-works.com","40000.00","6574 Hemlock Ave.","635-555-0115","2021-08-03","1-2 Miles"
27021,361,"AW00027021","Victoria L Peterson","F","M","victoria41@adventure-works.com","40000.00","4217 Almond Avenue","524-555-0123","2021-08-23","1-2 Miles"
27022,71,"AW00027022","Anthony D Johnson","M","S","anthony10@adventure-works.com","20000.00","4185 Keywood Ct.","730-555-0133","2022-04-30","0-1 Miles"
27023,539,"AW00027023","Emily NULL Simmons","F","S","emily40@adventure-works.com","20000.00","280 Calle Verde Dr.","188-555-0149","2022-04-13","1-2 Miles"
27024,49,"AW00027024","Austin O Patterson","M","S","austin6@adventure-works.com","20000.00","9330 Sinclair Ave","245-555-0172","2022-12-13","0-1 Miles"
27025,552,"AW00027025","Jasmine A Rivera","F","S","jasmine28@adventure-works.com","20000.00","1320 Pacheco St","246-555-0144","2022-03-17","1-2 Miles"
27026,54,"AW00027026","Jonathan T Perry","M","S","jonathan7@adventure-works.com","30000.00","4651 Brownstone Rd","909-555-0148","2020-12-01","10+ Miles"
27027,59,"AW00027027","Jennifer S White","F","S","jennifer41@adventure-works.com","30000.00","878 Megan Dr.","927-555-0128","2021-02-05","10+ Miles"
27028,52,"AW00027028","Sarah A Robinson","F","S","sarah20@adventure-works.com","30000.00","4435 Schenone Court","838-555-0120","2022-04-20","1-2 Miles"
27029,358,"AW00027029","Elizabeth NULL Hughes","F","S","elizabeth41@adventure-works.com","30000.00","4809 Ward Court","702-555-0195","2023-01-12","1-2 Miles"
27030,637,"AW00027030","Jan M Gray","F","S","jan5@adventure-works.com","30000.00","4663 Glenside Ct","460-555-0194","2022-06-23","1-2 Miles"
27031,326,"AW00027031","Jessica NULL Garcia","F","S","jessica64@adventure-works.com","30000.00","5659 Tehaschapi Way","468-555-0120","2022-11-07","1-2 Miles"
27032,359,"AW00027032","Miguel L Garcia","M","S","miguel16@adventure-works.com","30000.00","7324 Mt. Tri-state Ct.","772-555-0148","2023-01-18","1-2 Miles"
27033,609,"AW00027033","Ernest NULL Harrison","M","S","ernest18@adventure-works.com","20000.00","8364 St. Paul Circle","839-555-0134","2022-05-27","1-2 Miles"
27034,611,"AW00027034","Corey NULL Nara","M","S","corey15@adventure-works.com","20000.00","3140 Gingham Way","144-555-0133","2022-09-05","1-2 Miles"
27035,372,"AW00027035","Ana NULL Long","F","S","ana9@adventure-works.com","20000.00","7560 Big Canyon Road","468-555-0163","2022-07-25","1-2 Miles"
27036,607,"AW00027036","Hunter NULL Brown","M","S","hunter63@adventure-works.com","30000.00","850 Crystal Ave.","706-555-0110","2022-03-01","0-1 Miles"
27037,329,"AW00027037","Lauren NULL Rodriguez","F","M","lauren38@adventure-works.com","30000.00","2262 Kirkwood Ct.","451-555-0150","2022-03-13","1-2 Miles"
27038,334,"AW00027038","Eduardo NULL Reed","M","M","eduardo87@adventure-works.com","30000.00","2674 Ridge Circle","321-555-0168","2022-11-09","1-2 Miles"
27039,374,"AW00027039","Jonathan C Lewis","M","S","jonathan75@adventure-works.com","30000.00","2269 Mcelroy","923-555-0152","2022-08-29","0-1 Miles"
27040,524,"AW00027040","Paul NULL Singh","M","M","paul5@adventure-works.com","20000.00","371 Westwood Court","390-555-0100","2022-02-02","1-2 Miles"
27041,623,"AW00027041","Edward NULL Smith","M","S","edward22@adventure-works.com","20000.00","5760 Las Palmas","377-555-0180","2022-10-24","0-1 Miles"
27042,55,"AW00027042","Noah S Roberts","M","M","noah31@adventure-works.com","30000.00","6469 Collins Dr.","622-555-0142","2022-12-11","1-2 Miles"
27043,59,"AW00027043","Dalton N Murphy","M","S","dalton86@adventure-works.com","30000.00","4955 Royal Oak Rd.","678-555-0194","2021-02-14","1-2 Miles"
27044,372,"AW00027044","Carol J Long","F","S","carol6@adventure-works.com","30000.00","2303 Rosebuck Way","292-555-0140","2021-08-27","1-2 Miles"
27045,634,"AW00027045","Angel D Brooks","M","S","angel0@adventure-works.com","30000.00","1276 Carlisle Way","223-555-0156","2021-08-17","0-1 Miles"
27046,315,"AW00027046","Allison NULL Howard","F","M","allison10@adventure-works.com","40000.00","8788 Green Leaf Drive","548-555-0110","2022-04-16","0-1 Miles"
27047,536,"AW00027047","Yolanda NULL Rai","F","M","yolanda16@adventure-works.com","40000.00","805 Willow Lane","538-555-0135","2021-08-19","1-2 Miles"
27048,627,"AW00027048","Melanie C Watson","F","M","melanie11@adventure-works.com","40000.00","8154 Pheasant Circle","286-555-0111","2022-11-13","0-1 Miles"
27049,43,"AW00027049","Faith NULL Sanchez","F","M","faith34@adventure-works.com","40000.00","7356 Walnut Lane","414-555-0175","2022-05-03","0-1 Miles"
27050,542,"AW00027050","Chloe NULL Turner","F","S","chloe2@adventure-works.com","40000.00","7199 Santa Fe Dr.","175-555-0122","2021-08-11","1-2 Miles"
27051,355,"AW00027051","Charles NULL Brown","M","S","charles7@adventure-works.com","40000.00","4601 Sundance Drive","358-555-0111","2021-08-20","1-2 Miles"
27052,637,"AW00027052","Jada W Bailey","F","S","jada7@adventure-works.com","40000.00","7449 Dover Way","486-555-0159","2022-08-01","0-1 Miles"
27053,59,"AW00027053","Steven J Cook","M","S","steven31@adventure-works.com","40000.00","2385 Dallis Dr.","796-555-0127","2021-03-15","1-2 Miles"
27054,298,"AW00027054","Shawn NULL Sharma","M","M","shawn11@adventure-works.com","40000.00","7801 Esperanza","926-555-0117","2021-07-31","0-1 Miles"
27055,310,"AW00027055","Isabella D Sanchez","F","S","isabella82@adventure-works.com","40000.00","6992 Mt. Whitney Way","917-555-0121","2022-03-20","0-1 Miles"
27056,338,"AW00027056","Mackenzie L James","F","S","mackenzie6@adventure-works.com","40000.00","9517 Village Road","157-555-0155","2021-08-08","1-2 Miles"
27057,648,"AW00027057","Brooke NULL Morris","F","S","brooke16@adventure-works.com","50000.00","2916 Hill Dr.","698-555-0129","2023-01-10","0-1 Miles"
27058,635,"AW00027058","Nathan K Butler","M","S","nathan10@adventure-works.com","50000.00","8219 Moraga Road","141-555-0126","2021-08-05","1-2 Miles"
27059,299,"AW00027059","Hunter NULL Perry","M","M","hunter4@adventure-works.com","50000.00","1942 Rock Drive","679-555-0115","2022-02-25","0-1 Miles"
27060,60,"AW00027060","Lucas A Coleman","M","M","lucas55@adventure-works.com","40000.00","9218 Dalis Dr.","734-555-0189","2021-03-25","1-2 Miles"
27061,60,"AW00027061","Gabrielle NULL Scott","F","S","gabrielle56@adventure-works.com","40000.00","6028 D St.","189-555-0173","2022-07-30","0-1 Miles"
27062,66,"AW00027062","Edward NULL Harris","M","S","edward36@adventure-works.com","40000.00","8380 Forte Way","235-555-0137","2021-03-27","1-2 Miles"
27063,611,"AW00027063","Taylor W Flores","F","M","taylor37@adventure-works.com","40000.00","6057 Hill Street","412-555-0116","2021-08-14","1-2 Miles"
27064,612,"AW00027064","Barbara NULL Chande","F","M","barbara44@adventure-works.com","40000.00","1780 Oily Road","433-555-0119","2021-07-31","1-2 Miles"
27065,322,"AW00027065","Jordan E Wright","M","M","jordan74@adventure-works.com","40000.00","3697 Leland Way","341-555-0111","2022-07-01","1-2 Miles"
27066,343,"AW00027066","Cole NULL Murphy","M","S","cole15@adventure-works.com","40000.00","2668 Trailview Circle","740-555-0127","2022-01-30","1-2 Miles"
27067,372,"AW00027067","Jennifer T Rodriguez","F","S","jennifer47@adventure-works.com","60000.00","6005 Hackamore Lane","444-555-0139","2021-08-20","0-1 Miles"
27068,374,"AW00027068","Jade NULL Kelly","F","S","jade1@adventure-works.com","60000.00","4735 E St.","496-555-0134","2021-08-16","1-2 Miles"
27069,374,"AW00027069","Gabriella A Perez","F","M","gabriella35@adventure-works.com","60000.00","1045 Lolita Drive","216-555-0141","2021-08-18","0-1 Miles"
27070,616,"AW00027070","Nathan D Davis","M","M","nathan63@adventure-works.com","50000.00","9643 Weatherly Way","706-555-0168","2022-12-20","0-1 Miles"
27071,58,"AW00027071","Anthony NULL Clark","M","S","anthony5@adventure-works.com","40000.00","5468 Boxwood Drive","212-555-0121","2021-03-07","10+ Miles"
27072,632,"AW00027072","Alex NULL Baker","M","M","alex36@adventure-works.com","70000.00","5237 Babel Lane","778-555-0178","2022-05-02","0-1 Miles"
27073,539,"AW00027073","Sydney NULL Sanders","F","M","sydney22@adventure-works.com","70000.00","1148 Thornwood Drive","383-555-0136","2021-08-04","0-1 Miles"
27074,607,"AW00027074","Kristi M Sanchez","F","M","kristi38@adventure-works.com","70000.00","8970 Birchwood","791-555-0126","2021-08-06","0-1 Miles"
27075,66,"AW00027075","Jackson S Chen","M","M","jackson27@adventure-works.com","70000.00","561 Lewis Way","132-555-0146","2021-03-22","0-1 Miles"
27076,326,"AW00027076","Dakota A Russell","M","M","dakota16@adventure-works.com","60000.00","1134 Concord Pl.","447-555-0132","2021-08-18","1-2 Miles"
27077,302,"AW00027077","Robert K Henderson","M","S","robert18@adventure-works.com","60000.00","2617 St. George Dr","259-555-0116","2021-08-11","0-1 Miles"
27078,361,"AW00027078","Chloe A Scott","F","M","chloe11@adventure-works.com","40000.00","7818 Lorie Lane","104-555-0152","2021-08-04","2-5 Miles"
27079,369,"AW00027079","Natalie E Lewis","F","M","natalie88@adventure-works.com","40000.00","8837 Via Appia","952-555-0151","2021-09-08","0-1 Miles"
27080,311,"AW00027080","Nathan W Campbell","M","M","nathan36@adventure-works.com","40000.00","406 Chinquapin Ct.","131-555-0151","2021-09-09","2-5 Miles"
27081,307,"AW00027081","Jason L Ross","M","M","jason2@adventure-works.com","40000.00","2540 Waterview Place","964-555-0148","2021-09-10","2-5 Miles"
27082,60,"AW00027082","Zachary M Taylor","M","M","zachary38@adventure-works.com","40000.00","7598 Holland Circle","483-555-0176","2021-04-22","2-5 Miles"
27083,627,"AW00027083","Kevin NULL Perry","M","M","kevin10@adventure-works.com","40000.00","9208 West Rd","638-555-0180","2021-09-08","0-1 Miles"
27084,71,"AW00027084","Fernando NULL Russell","M","M","fernando61@adventure-works.com","40000.00","2818 Raymond Dr.","558-555-0131","2021-03-30","0-1 Miles"
27085,58,"AW00027085","Christian NULL Wilson","M","M","christian37@adventure-works.com","40000.00","410 Cardinet Drive","202-555-0153","2021-05-26","2-5 Miles"
27086,644,"AW00027086","Lauren NULL Howard","F","M","lauren12@adventure-works.com","40000.00","8721 Nahua","814-555-0134","2021-09-16","2-5 Miles"
27087,359,"AW00027087","Justin G Clark","M","M","justin47@adventure-works.com","40000.00","6315 Olive Ave.","942-555-0113","2021-08-29","2-5 Miles"
27088,548,"AW00027088","Tristan NULL Patterson","M","S","tristan11@adventure-works.com","60000.00","4367 Citrus Ave.","984-555-0123","2021-09-04","2-5 Miles"
27089,611,"AW00027089","Janelle NULL Garcia","F","S","janelle11@adventure-works.com","60000.00","9433 Athene Drive","890-555-0135","2021-09-27","0-1 Miles"
27090,336,"AW00027090","Elizabeth H Brown","F","M","elizabeth8@adventure-works.com","60000.00","2039 Dallis Dr.","427-555-0177","2021-09-24","2-5 Miles"
27091,616,"AW00027091","Miguel A Martin","M","M","miguel14@adventure-works.com","60000.00","9206 West Rd.","710-555-0152","2021-09-22","0-1 Miles"
27092,307,"AW00027092","Marissa NULL Ross","F","S","marissa2@adventure-works.com","70000.00","9130 Pine Valley Rd","850-555-0189","2021-09-01","0-1 Miles"
27093,314,"AW00027093","Alexandra C Martin","F","S","alexandra78@adventure-works.com","70000.00","5241 Miguel Drive","134-555-0119","2021-09-25","2-5 Miles"
27094,348,"AW00027094","Sean NULL Kelly","M","S","sean9@adventure-works.com","60000.00","5259 Prestwick Dr.","607-555-0126","2021-09-21","2-5 Miles"
27095,374,"AW00027095","Spencer NULL Flores","M","M","spencer14@adventure-works.com","60000.00","2350 Winthrop St.","362-555-0138","2021-09-14","2-5 Miles"
