"customerkey","geographykey","customername","englisheducation","commutedistance","geography_key","city","stateprovincename","countryname"
25204,374,"Kelly Barnes","Partial College","1-2 Miles",374,"Torrance","California","United States"
25205,300,"John Jones","High School","5-10 Miles",300,"Beverly Hills","California","United States"
25206,334,"Ryan Bryant","High School","5-10 Miles",334,"Lakewood","California","United States"
25207,634,"Destiny Moore","High School","5-10 Miles",634,"Redmond","Washington","United States"
25208,316,"Daniel Taylor","High School","5-10 Miles",316,"El Cajon","California","United States"
25209,63,"Emma Walker","High School","1-2 Miles",63,"Shawnee","British Columbia","Canada"
25210,20,"Kathryn Xu","Bachelors","5-10 Miles",20,"Brisbane","Queensland","Australia"
25211,8,"Diane Torres","Bachelors","10+ Miles",8,"Matraville","New South Wales","Australia"
25212,35,"Alberto Ruiz","Bachelors","5-10 Miles",35,"Melbourne","Victoria","Australia"
25213,28,"Cheryl Gutierrez","Bachelors","5-10 Miles",28,"Cloverdale","South Australia","Australia"
25214,28,"Roger Chander","Bachelors","5-10 Miles",28,"Cloverdale","South Australia","Australia"
25215,32,"Natalie Gonzalez","Bachelors","0-1 Miles",32,"Bendigo","Victoria","Australia"
25216,29,"Rachael Raman","Bachelors","5-10 Miles",29,"Findon","South Australia","Australia"
25217,20,"Byron Martin","Bachelors","0-1 Miles",20,"Brisbane","Queensland","Australia"
25218,34,"Christy Sun","Bachelors","0-1 Miles",34,"Geelong","Victoria","Australia"
25219,13,"Karla Lal","Bachelors","0-1 Miles",13,"Port Macquarie","New South Wales","Australia"
25220,21,"Emily Anderson","Partial College","5-10 Miles",21,"Caloundra","Queensland","Australia"
25221,11,"Erica Zhu","Partial College","5-10 Miles",11,"North Ryde","New South Wales","Australia"
25222,36,"Tamara Kumar","Partial College","0-1 Miles",36,"Melton","Victoria","Australia"
25223,18,"Armando Ortega","Graduate Degree","1-2 Miles",18,"Sydney","New South Wales","Australia"
25224,3,"Keith Kumar","Bachelors","5-10 Miles",3,"Darlinghurst","New South Wales","Australia"
25225,29,"Alicia Yuan","Bachelors","5-10 Miles",29,"Findon","South Australia","Australia"
25226,4,"Robert Kumar","Bachelors","5-10 Miles",4,"Goulburn","New South Wales","Australia"
25227,6,"Jaime Gutierrez","Bachelors","1-2 Miles",6,"Lavender Bay","New South Wales","Australia"
25229,16,"Autumn Zhou","Bachelors","5-10 Miles",16,"Springwood","New South Wales","Australia"
25230,32,"Sophia Carter","Bachelors","5-10 Miles",32,"Bendigo","Victoria","Australia"
25231,19,"Olivia Moore","Bachelors","2-5 Miles",19,"Wollongong","New South Wales","Australia"
25232,22,"Kellie Blanco","Bachelors","10+ Miles",22,"East Brisbane","Queensland","Australia"
25233,40,"Nathaniel Ward","Bachelors","10+ Miles",40,"Warrnambool","Victoria","Australia"
25234,31,"Monica Patel","Bachelors","5-10 Miles",31,"Hobart","Tasmania","Australia"
25235,4,"Monique Torres","Partial College","5-10 Miles",4,"Goulburn","New South Wales","Australia"
25236,9,"Lance Martin","Bachelors","5-10 Miles",9,"Milsons Point","New South Wales","Australia"
25237,26,"Roger Sun","Partial College","5-10 Miles",26,"Rockhampton","Queensland","Australia"
25238,17,"Kristopher Madan","Partial College","0-1 Miles",17,"St. Leonards","New South Wales","Australia"
25239,40,"Isabella Barnes","Partial College","0-1 Miles",40,"Warrnambool","Victoria","Australia"
25240,19,"Ross Rana","Partial College","5-10 Miles",19,"Wollongong","New South Wales","Australia"
25241,32,"Aaron Powell","Bachelors","5-10 Miles",32,"Bendigo","Victoria","Australia"
25242,11,"Susan Hu","Bachelors","2-5 Miles",11,"North Ryde","New South Wales","Australia"
25243,28,"Tonya Rai","Bachelors","1-2 Miles",28,"Cloverdale","South Australia","Australia"
25244,4,"Jay Weber","Partial College","5-10 Miles",4,"Goulburn","New South Wales","Australia"
25245,2,"Francis Gutierrez","Partial College","0-1 Miles",2,"Coffs Harbour","New South Wales","Australia"
25246,32,"Warren Lal","Bachelors","5-10 Miles",32,"Bendigo","Victoria","Australia"
25247,31,"Lindsay Nara","Partial College","10+ Miles",31,"Hobart","Tasmania","Australia"
25248,38,"Denise Madan","Partial College","10+ Miles",38,"South Melbourne","Victoria","Australia"
25249,4,"Alexandra Watson","Partial College","0-1 Miles",4,"Goulburn","New South Wales","Australia"
25250,23,"Anthony Walker","Partial College","0-1 Miles",23,"Gold Coast","Queensland","Australia"
25251,24,"Toni Rodriguez","Partial College","5-10 Miles",24,"Hawthorne","Queensland","Australia"
25252,2,"Warren Zhang","Partial College","0-1 Miles",2,"Coffs Harbour","New South Wales","Australia"
25253,618,"Ryan Miller","High School","5-10 Miles",618,"Issaquah","Washington","United States"
25254,612,"Krystal She","High School","5-10 Miles",612,"Burien","Washington","United States"
25255,360,"Logan Lal","High School","5-10 Miles",360,"San Francisco","California","United States"
25256,65,"Eric Hill","High School","5-10 Miles",65,"Shawnee","British Columbia","Canada"
25257,307,"Harold Sanchez","High School","5-10 Miles",307,"Chula Vista","California","United States"
25258,310,"Micheal Vazquez","High School","5-10 Miles",310,"Colma","California","United States"
25259,641,"Ethan Thomas","High School","0-1 Miles",641,"Spokane","Washington","United States"
25260,648,"Dalton Howard","High School","5-10 Miles",648,"Yakima","Washington","United States"
25261,326,"Eduardo Phillips","High School","5-10 Miles",326,"Grossmont","California","United States"
25262,36,"Andre Chandra","Bachelors","0-1 Miles",36,"Melton","Victoria","Australia"
25263,12,"Audrey Carlson","Bachelors","5-10 Miles",12,"North Sydney","New South Wales","Australia"
25264,298,"Wyatt Bryant","High School","5-10 Miles",298,"Bellflower","California","United States"
25265,50,"Hannah Smith","Partial High School","5-10 Miles",50,"Haney","British Columbia","Canada"
25266,31,"Kari Suri","Partial College","5-10 Miles",31,"Hobart","Tasmania","Australia"
25267,6,"Arthur Malhotra","Bachelors","5-10 Miles",6,"Lavender Bay","New South Wales","Australia"
25268,15,"Jaime Andersen","Graduate Degree","0-1 Miles",15,"Silverwater","New South Wales","Australia"
25269,19,"Tabitha Martin","Graduate Degree","5-10 Miles",19,"Wollongong","New South Wales","Australia"
25270,29,"Gloria Diaz","Bachelors","0-1 Miles",29,"Findon","South Australia","Australia"
25271,13,"Mario Shan","Bachelors","0-1 Miles",13,"Port Macquarie","New South Wales","Australia"
25272,16,"Edwin Xu","Graduate Degree","1-2 Miles",16,"Springwood","New South Wales","Australia"
25273,17,"Karl Rai","Graduate Degree","1-2 Miles",17,"St. Leonards","New South Wales","Australia"
25274,627,"Samantha Henderson","High School","1-2 Miles",627,"Marysville","Washington","United States"
25275,632,"Christina Watson","High School","1-2 Miles",632,"Port Orchard","Washington","United States"
25276,648,"Mackenzie Richardson","Partial College","1-2 Miles",648,"Yakima","Washington","United States"
25277,311,"Jermaine Fernandez","Partial College","5-10 Miles",311,"Concord","California","United States"
25278,315,"Brianna Butler","Partial College","5-10 Miles",315,"Downey","California","United States"
25279,372,"Jordyn Barnes","Partial College","1-2 Miles",372,"Spring Valley","California","United States"
25280,374,"Emily Price","Partial College","1-2 Miles",374,"Torrance","California","United States"
25281,635,"Jeremy Allen","High School","1-2 Miles",635,"Renton","Washington","United States"
25282,312,"Gabriel Perez","Partial College","1-2 Miles",312,"Coronado","California","United States"
25283,338,"Caitlin Howard","Partial College","1-2 Miles",338,"Los Angeles","California","United States"
25284,315,"Allison Mitchell","Partial College","5-10 Miles",315,"Downey","California","United States"
25285,614,"Noah Williams","Partial College","5-10 Miles",614,"Edmonds","Washington","United States"
25286,374,"Zachary Powell","Bachelors","0-1 Miles",374,"Torrance","California","United States"
25287,52,"Paige Sanders","Bachelors","0-1 Miles",52,"Langley","British Columbia","Canada"
25288,51,"Jordyn Flores","Bachelors","0-1 Miles",51,"Langford","British Columbia","Canada"
25289,546,"Amanda Bradley","Bachelors","0-1 Miles",546,"Oregon City","Oregon","United States"
25290,545,"Jackson Mitchell","Bachelors","1-2 Miles",545,"Milwaukie","Oregon","United States"
25291,616,"Marissa Griffin","Bachelors","1-2 Miles",616,"Everett","Washington","United States"
25292,359,"Eduardo Adams","Bachelors","1-2 Miles",359,"San Diego","California","United States"
25293,542,"Eric Gonzales","Bachelors","1-2 Miles",542,"Lake Oswego","Oregon","United States"
25294,12,"Sharon Sharma","Partial High School","0-1 Miles",12,"North Sydney","New South Wales","Australia"
25295,35,"Chad Raje","Partial High School","0-1 Miles",35,"Melbourne","Victoria","Australia"
25296,208,"Christina Stewart","Partial College","5-10 Miles",208,"Saint Germain en Laye","Yveline","France"
25297,173,"Devon Shan","Partial College","2-5 Miles",173,"Poing","Saarland","Germany"
25298,240,"Cedric He","Partial High School","1-2 Miles",240,"High Wycombe","England","United Kingdom"
25299,187,"Hector Romero","Partial High School","1-2 Miles",187,"Lille","Nord","France"
25300,157,"Jamie Ashe","Partial High School","1-2 Miles",157,"Hannover","Nordrhein-Westfalen","Germany"
25301,235,"Raul Black","Partial High School","1-2 Miles",235,"Cambridge","England","United Kingdom"
25302,176,"Manuel Mehta","High School","1-2 Miles",176,"Stuttgart","Saarland","Germany"
25303,147,"Jeremiah Hernandez","High School","2-5 Miles",147,"Hamburg","Hamburg","Germany"
25304,269,"Ruben Carlson","Partial High School","1-2 Miles",269,"Stoke-on-Trent","England","United Kingdom"
25305,145,"Ivan Rodriguez","Bachelors","0-1 Miles",145,"Frankfurt am Main","Hamburg","Germany"
25306,134,"Glenn Zeng","Bachelors","1-2 Miles",134,"München","Hessen","Germany"
25307,175,"Daisy Hernandez","Bachelors","1-2 Miles",175,"Saarlouis","Saarland","Germany"
25308,235,"Lindsey Tang","High School","1-2 Miles",235,"Cambridge","England","United Kingdom"
25309,115,"Karen Zhou","High School","2-5 Miles",115,"Eilenburg","Brandenburg","Germany"
25310,149,"Janelle Kapoor","Partial High School","1-2 Miles",149,"Mühlheim","Hamburg","Germany"
25311,183,"Laura Zhang","Bachelors","1-2 Miles",183,"Orleans","Loiret","France"
25312,246,"Erik Ramos","Partial College","1-2 Miles",246,"London","England","United Kingdom"
25313,237,"Trevor Coleman","Partial High School","1-2 Miles",237,"Esher-Molesey","England","United Kingdom"
25314,207,"Charles Bell","Partial High School","0-1 Miles",207,"Chatou","Yveline","France"
25315,231,"Cole Cox","Partial High School","0-1 Miles",231,"Billericay","England","United Kingdom"
25316,205,"Ronnie Zhu","Partial High School","0-1 Miles",205,"Lieusaint","Seine et Marne","France"
25317,172,"Erick Garcia","Partial High School","0-1 Miles",172,"Offenbach","Saarland","Germany"
25318,175,"Dennis Wang","Partial High School","1-2 Miles",175,"Saarlouis","Saarland","Germany"
25319,185,"Ruben Chandra","High School","1-2 Miles",185,"Croix","Nord","France"
25320,203,"Shannon Hernandez","High School","2-5 Miles",203,"Paris","Seine (Paris)","France"
25321,197,"Francis Suarez","Partial College","1-2 Miles",197,"Paris","Seine (Paris)","France"
25322,163,"Tina Perez","Partial College","0-1 Miles",163,"Berlin","Saarland","Germany"
25323,147,"Lance Diaz","Partial College","1-2 Miles",147,"Hamburg","Hamburg","Germany"
25324,275,"Bethany Andersen","Partial College","1-2 Miles",275,"Wokingham","England","United Kingdom"
25325,279,"Wyatt Parker","Partial High School","0-1 Miles",279,"York","England","United Kingdom"
25326,221,"Hunter Scott","Partial College","1-2 Miles",221,"Drancy","Seine Saint Denis","France"
25327,69,"Adam Simmons","Partial College","0-1 Miles",69,"Victoria","British Columbia","Canada"
25328,50,"Rachel Price","Partial College","1-2 Miles",50,"Haney","British Columbia","Canada"
25329,310,"Jacquelyn Moreno","Partial College","0-1 Miles",310,"Colma","California","United States"
25330,372,"Madison Gonzales","Graduate Degree","1-2 Miles",372,"Spring Valley","California","United States"
25331,65,"James White","Graduate Degree","0-1 Miles",65,"Shawnee","British Columbia","Canada"
25332,69,"Jackson Bryant","Graduate Degree","0-1 Miles",69,"Victoria","British Columbia","Canada"
25333,536,"Robert Coleman","Graduate Degree","0-1 Miles",536,"Beaverton","Oregon","United States"
25334,614,"Marcus Gonzales","Graduate Degree","1-2 Miles",614,"Edmonds","Washington","United States"
25335,49,"Cesar Rodriguez","Partial High School","0-1 Miles",49,"Cliffside","British Columbia","Canada"
25336,614,"Chase Cook","Partial High School","1-2 Miles",614,"Edmonds","Washington","United States"
25337,545,"Megan Washington","Partial High School","1-2 Miles",545,"Milwaukie","Oregon","United States"
25338,546,"Jason Perez","Partial High School","1-2 Miles",546,"Oregon City","Oregon","United States"
25339,329,"Adrian Rivera","Partial College","0-1 Miles",329,"Imperial Beach","California","United States"
25340,53,"Adrian James","Partial High School","0-1 Miles",53,"Metchosin","British Columbia","Canada"
25341,331,"Kaitlyn Cook","Partial High School","0-1 Miles",331,"La Jolla","California","United States"
25342,627,"Seth Hill","Partial High School","0-1 Miles",627,"Marysville","Washington","United States"
25343,343,"Carol Simmons","Partial High School","1-2 Miles",343,"National City","California","United States"
25344,626,"Thomas Baker","High School","2-5 Miles",626,"Lynnwood","Washington","United States"
25345,339,"Olivia Powell","Partial High School","1-2 Miles",339,"Mill Valley","California","United States"
25346,631,"Ian Gonzalez","Partial High School","1-2 Miles",631,"Olympia","Washington","United States"
25347,50,"Judith Reed","Partial High School","0-1 Miles",50,"Haney","British Columbia","Canada"
25348,358,"Angela Wood","High School","0-1 Miles",358,"San Carlos","California","United States"
25349,50,"Jose Coleman","High School","1-2 Miles",50,"Haney","British Columbia","Canada"
25350,301,"Alberto Alonso","Partial High School","1-2 Miles",301,"Burbank","California","United States"
25351,545,"Jordan Phillips","Partial High School","0-1 Miles",545,"Milwaukie","Oregon","United States"
25352,542,"Brandon Martinez","Partial High School","0-1 Miles",542,"Lake Oswego","Oregon","United States"
25353,637,"Caitlin Stewart","Partial High School","1-2 Miles",637,"Seattle","Washington","United States"
25354,385,"Kevin Hughes","Partial High School","1-2 Miles",385,"Woodland Hills","California","United States"
25355,614,"Richard Smith","Partial High School","0-1 Miles",614,"Edmonds","Washington","United States"
25356,612,"Jonathan Miller","Partial High School","0-1 Miles",612,"Burien","Washington","United States"
25357,302,"Marcus Foster","Partial High School","0-1 Miles",302,"Burlingame","California","United States"
25358,553,"Jade Torres","Partial High School","1-2 Miles",553,"Woodburn","Oregon","United States"
25359,337,"Alex Young","High School","1-2 Miles",337,"Long Beach","California","United States"
25360,338,"Mason James","High School","1-2 Miles",338,"Los Angeles","California","United States"
